News#,Title,Match,Score,Polarity
403,LIVE HOG FUTURES TRIM SHARP GAINS AT CLOSE,"gains, sharp",2,Positive
404,CBT SOYBEAN FUTURES CLOSE STRONG IN NEW CROP,strong,1,Positive
406,PHILADELPHIA ELECTRIC &lt;PE> REPLACES ENGINEER,,0,Neutral
408,"KANSAS CITY WHEAT LOSES EARLY GAINS, ENDS LOWER","loses, gains",0,Neutral
410,"MOODY'S DOWNGRADES 1.8 BILLION DLRS OF DEERE, RELATED DEBT",debt,-1,Negative
412,CANADA LAWMAKERS URGE EXEMPTION FROM U.S. BILL,,0,Neutral
417,CENTRAL BANCSHARES &lt;CBSS> 1ST QTR NET,,0,Neutral
418,U.S. CERTIFIED COFFEE STOCKS DOWN IN LATEST WEEK,,0,Neutral
419,REUTER WORLD NEWS HIGHLIGHTS 1800 GMT APRIL 7,,0,Neutral
423,TEXTRON &lt;TXT> PLANS SALE OF AVCO DIVISION,,0,Neutral
426,N.Y. PLATINUM FUTURES FINISH HIGHER,,0,Neutral
427,GREEN TREE ACCEPTANCE INC &lt;GNT> 1ST QTR NET,,0,Neutral
432,MINNEAPOLIS WHEAT PROTEIN SCALES,,0,Neutral
434,U.S. IMMIGRATION RULES SPARK CONGRESS OBJECTIONS,objections,-1,Negative
435,JAMESWAY &lt;JMY> SEES YEAR SALES AT 700 MLN DLRS,,0,Neutral
436,BANK SEES STRONG DEMAND FOR BTP PRIVATISATION OFFER,strong,1,Positive
437,CHICAGO BOARD OF TRADE DELIVERABLE GRAIN STOCKS,,0,Neutral
440,CUBA CRUDE SUGAR HARVEST FAR BEHIND SCHEDULE,crude,-1,Negative
441,ATT &lt;T> GETS GEORGIA RATE REDUCTION APPROVAL,approval,1,Positive
444,CHICAGO DELIVERABLE WHEAT STOCKS,,0,Neutral
447,CBT CORN FUTURES CLOSE HIGHER ON FIRM NOTE,,0,Neutral
448,CHICAGO DELIVERABLE SOYBEAN STOCKS,,0,Neutral
450,MINNEAPOLIS SPRING WHEAT CLOSES HIGHER,,0,Neutral
451,DELIVERABLE GRADE GUIDE,,0,Neutral
453,MINNEAPOLIS DELIVERABLE OAT STOCKS,,0,Neutral
454,PORK BELLY FUTURES CLOSE MIXED,,0,Neutral
455,COMEX SILVER FUTURES CLOSE ON HIGHS,,0,Neutral
457,TOLEDO DELIVERABLE WHEAT STOCKS,,0,Neutral
459,"WORLD SUGAR FUTURES RALLY LATE, SETTLE HIGHER",,0,Neutral
460,TOLEDO DELIVERABLE CORN STOCKS,,0,Neutral
461,LUMBER FUTURES TRIM LOSSES AT CLOSE,losses,-1,Negative
462,CHASE MANHATTAN TO CLOSE PERU CONSUMER OPERATION,,0,Neutral
464,ST LOUIS DELIVERABLE CORN STOCKS,,0,Neutral
467,TOLEDO DELIVERABLE SOYBEAN STOCKS,,0,Neutral
469,"AVON SAYS IT TO BUY GIORGIO INC, A FRAGRANCE COMPANY, FOR 185 MLN DLRS",,0,Neutral
472,CANADIAN METALS - April 7,,0,Neutral
473,COMEX ALUMINUM FUTURES SETTLE UNCHANGED,,0,Neutral
474,KANSAS CITY DELIVERABLE GRAIN STOCKS,,0,Neutral
475,TWA SAYS MARCH SYSTEM LOAD FACTOR RISES TO 67.4 PCT FROM 60.4 PCT A YEAR AGO,,0,Neutral
476,MAGMA LOWERS COPPER PRICE 0.50 CT TO 65.50 CTS,,0,Neutral
477,MINNEAPOLIS DELIVERABLE SPRING WHEAT STOCKS,,0,Neutral
478,YEUTTER WARNS CONGRESS ON TRADE RETALIATION,,0,Neutral
479,JEUMONT-SCHNEIDER SETS UP CANADIAN SUBSIDIARY,,0,Neutral
481,"U.S. GOLD FUTURES END STRONGER, NEAR DAY'S HIGHS","gold, stronger",2,Positive
482,WASTE MANAGEMENT &lt;WMT> CANNOT ACCOUNT FOR DROP,waste,-1,Negative
483,IRAQ CCC CREDIT GUARANTEES SWITCHED - USDA,,0,Neutral
485,AVON PRODUCTS &lt;AVP> TO BUY GIORGIO FOR 185 MLN,,0,Neutral
486,NATIONAL AVERAGE PRICES FOR FARMER-OWNED RESERVE,,0,Neutral
487,CBT WHEAT FUTURES RALLY TO CLOSE HIGHER,,0,Neutral
491,HONDURAS SEEKING PL-480 VESSELS FOR BULK WHEAT,,0,Neutral
492,BRAZIL SETS UP SPECIAL DEBT COMMISSION,debt,-1,Negative
497,DEERE &lt;DE> AND UNIT DEBT DOWNGRADED BY MOODY'S,debt,-1,Negative
499,MAGMA LOWERS COPPER PRICE 0.50 CT TO 65.50 CTS,,0,Neutral
500,TWA &lt;TWA> MARCH TRAFFIC RISES,,0,Neutral
501,"NY COTTON EXTENDS GAINS LATE, SETTLES HIGHER",gains,1,Positive
503,CBT SOYPRODUCT FUTURES CLOSE MIXED,,0,Neutral
504,GENCORP &lt;GY> SAYS BUYBACK BETTER THAN TAKEOVER,better,1,Positive
505,WALL STREET STOCKS LOWER IN LATE TRADING,,0,Neutral
506,"BERRY PETROLEUM, NORRIS OIL &lt;NOIL> TO MERGE",,0,Neutral
509,CCC CREDITS FOR BANGLADESH AMENDED - USDA,,0,Neutral
510,ALLIED-SIGNAL &lt;ALD> UNIT TO CUT EMPLOYEES,,0,Neutral
511,NY COCOA FUTURES CLOSE MIXED,,0,Neutral
512,CCC SEED CREDIT GURANTEES FOR ALGERIA - USDA,,0,Neutral
513,AMR &lt;AMR> FORMS NEW INVESTMENT UNIT,,0,Neutral
515,USDA ANNOUNCES WORLD MARKET RICE PRICES,,0,Neutral
516,TOTAL SYSTEM SERVICES INC &lt;TSYS> 1ST QTR NET,,0,Neutral
517,HUBCO INC &lt;HCO> 1ST QTR NET,,0,Neutral
518,KANSAS CITY GULF EXPORT PRICES - USDA,,0,Neutral
519,MANHATTAN NATIONAL &lt;MLC> ELECTS CHAIRMAN,,0,Neutral
520,CHICAGO CASH GRAIN,,0,Neutral
524,&lt;WILDERNESS EXPERIENCE INC> 4TH QTR LOSS,loss,-1,Negative
525,TOTAL SYSTEMS SERVICES &lt;TSYS> 1ST QTR NET,,0,Neutral
527,WILDERNESS EXPERIENCE MAY FILE FOR BANKRUPTCY,,0,Neutral
531,KANSAS CITY DAILY FEED-WHOLESALE PRICES (USDA),,0,Neutral
533,RECENT INITIAL SHARE OFFERINGS FILED WITH SEC,,0,Neutral
535,E-TRON NAMES DIRECTOR OF CHAFF DIVISION,chaff,-1,Negative
536,PERCEPTRONICS &lt;PERC> UNIT GETS NAVY CONTRACT,,0,Neutral
537,BERMUDA STAR &lt;BSL> LEASES VESSEL,,0,Neutral
538,IRAQ SAYS FIERCE FIGHTING TO DISLODGE IRANIANS,fierce,-1,Negative
539,PREMDOR PLANS TWO-FOR-ONE STOCK SPLIT,split,-1,Negative
540,TELETRAK ADVANCED TECHNOLOGY 4TH QTR LOSS,"loss, advanced",0,Neutral
541,&lt;HOOKER CORP LTD> NAMES NEW PRESIDENT FOR UNIT,,0,Neutral
542,CANNON &lt;CAN> SELLS STAKE IN HBO/CANNON VENTURE,,0,Neutral
543,"GENCORP &lt;GY> STAYS ON S/P CREDITWATCH, NEGATIVE",negative,-1,Negative
544,HOUSTON OIL TRUST &lt;HO> HALTS ROYALTIES,trust,1,Positive
545,UPPER PENINSULA POWER CO &lt;UPEN> SETS PAYOUT,,0,Neutral
546,NY COFFEE FUTURES CLOSE HIGHER,,0,Neutral
547,ITT CORP &lt;ITT> DECLARES DIVIDEND,,0,Neutral
548,DAILY MIDWEST LIVESTOCK SUMMARY - USDA,,0,Neutral
549,PACIFIC LIGHTING CORP &lt;PLT> QTLY DIVIDEND,,0,Neutral
550,STALEY CONTINENTAL &lt;STA> REGULAR DIVIDEND SET,,0,Neutral
551,ITT CORP &lt;ITT> REGULAR QTRLY DIVIDEND,,0,Neutral
552,HOG/CORN RATIO UP IN WEEK - USDA,,0,Neutral
553,"COMTERM, GENERAL INSTRUMENT (GRL) IN CONTRACT",,0,Neutral
554,WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT,falls,-1,Negative
555,MINNEAPOLIS DAILY CASH GRAIN CLOSE (RAIL) USDA,rail,-1,Negative
556,CRYODYNAMICS &lt;CRYD> WARRANTS CONVERTED,,0,Neutral
557,MOODY'S DOWNGRADES DAYTON HUDSON'S 1.3 BILLION DLRS OF DEBT,debt,-1,Negative
558,SUN &lt;SUN> RAISES HEATING OIL BARGE PRICE,,0,Neutral
559,WALL STREET STOCKS LOWER IN LATE TRADING,,0,Neutral
560,U.S. SELLING 13.2 BILLION DLRS OF 3 AND 6-MO BILLS APRIL 13 TO PAY DOWN 12.35 BILLION DLRS,,0,Neutral
561,LEVITT &lt;LVT> FILES FOR DEBENTURE OFFERING,,0,Neutral
563,SPORTSCENE ACQUIRES CHRISTOPHE VAN HOUTTE CHAIN,,0,Neutral
566,U.S. CONSUMER CREDIT ROSE 1.77 BILLION DLRS IN FEB VS REVISED 789 MLN JAN GAIN,gain,1,Positive
567,"NYSE TUMBLES 45 POINTS ON PROFIT TAKING AND FUTURES RELATED SELL PROGRAMS, TRADERS SAY",tumbles,-1,Negative
569,RONSON CORP &lt;RONC> 4TH QTR DEC 31,,0,Neutral
571,IRAQ REPORTS FIERCE FIGHTING TO REMOVE IRANIANS,fierce,-1,Negative
572,WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT,falls,-1,Negative
573,TREASURY BALANCES AT FED ROSE ON APRIL 6,,0,Neutral
574,GENERAL PHYSICS &lt;GPHY> TO PURCHASE SHARES,,0,Neutral
575,ITT CORP TO BUY BACK UP TO 10 MLN SHARES OF COMMON STOCK,,0,Neutral
578,KANSAS CITY TRUCK PRICES - USDA,,0,Neutral
579,U.S. TO SELL 13.2 BILLION DLRS IN BILLS,,0,Neutral
582,MANUFACTURERS &lt;MHC> IN BUILDING FORECLOSURE,,0,Neutral
583,"TEXACO FILES IN TEXAS COURT TO ENJOIN 10.3 BILLION DLR BOND, PENNZOIL ATTORNEY",enjoin,-1,Negative
584,ITT STOCK BUYBACK TO INCLUDE COMMON AND PREFERRED SHARES,,0,Neutral
585,"TERRACE BANK OF FLORIDA TO SELL 500,000 SHARES",,0,Neutral
586,HI-SHEAR INDUSTRIES INC &lt;HSI> SETS PAYOUT,,0,Neutral
587,COCA-COLA BOTTLING &lt;COKE> TERMINATES TALKS,,0,Neutral
588,N.Y. FCOJ FUTURES CLOSE HIGHER,,0,Neutral
594,"ITT &lt;ITT> TO BUY BACK COMMON, PREFERRED ISSUES",issues,-1,Negative
595,"WINNIPEG OILSEED FUTURES END UP, GRAINS MIXED",,0,Neutral
597,WEEKLY ELECTRIC OUTPUT UP 11.1 PCT FROM 1986,,0,Neutral
599,"U.S. DEBT FUTURES CLOSE DOWN, NEAR DAILY LOWS",debt,-1,Negative
601,DAYTON HUDSON &lt;XXX> DOWNGRADED BY MOODY'S,,0,Neutral
603,JAPANESE CRUSHERS BUY CANADIAN RAPESEED,,0,Neutral
604,CAREPLUS &lt;CPLS> SEEKS APPROVAL IN ACQUISITION,approval,1,Positive
605,WALL STREET CLOSE SHARPLY LOWER,sharply,-1,Negative
606,N.Y. PHYSICAL COFFEE MARKET SEES LIGHT BUSINESS,,0,Neutral
608,"SOUTHERN UNION &lt;SUG> TO SELL NOTES, DEBENTURES",,0,Neutral
609,CANADA STOCKS CLOSE LOWER ON PROFIT TAKING,,0,Neutral
611,U.S. ENERGY FUTURES SETTLE WITH MODEST GAINS,"gains, modest",2,Positive
612,U.S. FEB CONSUMER CREDIT ROSE 1.77 BILLION DLRS,,0,Neutral
613,YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER,retaliatory,-1,Negative
614,GULF EDIBLE OIL PRICES - April 7,,0,Neutral
615,TEXACO &lt;TX> FILES TO ENJOIN 10.3 BILLION DLR BOND,enjoin,-1,Negative
616,MOODY'S AFFIRMS UNITED TECHNOLOGIES &lt;UTX> DEBT,debt,-1,Negative
618,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
619,GROUP TO BUY MORE INTERMEDICS &lt;ITM> SHARES,,0,Neutral
622,SEAGATE TECHNOLOGY &lt;SGAT> 3RD QTR MARCH 3 NET,,0,Neutral
623,GROUP RAISES TEXSTYRENE &lt;FOAM> STAKE TO 11.7 PCT,,0,Neutral
626,ENRO HOLDING BUYS ENRO SHIRT AND FOXCROFT,,0,Neutral
627,NEBRASKA FEEDLOT CATTLE UP 0.50/1.00 DLR - USDA,,0,Neutral
629,SPARTECH &lt;SPTN> REVERSE STOCK SPLIT APPROVED,split,-1,Negative
630,PEOPLE RIDESHARING SYSTEMS &lt;RIDE> 1ST QTR NET,,0,Neutral
631,SUPERMARKETS GENERAL &lt;SGL> AFFIRMED BY S/P,,0,Neutral
632,ITT CORP TO REDEEM THREE SERIES OF PREFERRED STOCK,redeem,1,Positive
633,GAO FARM CREDIT PLAN SUPPORTED BY KEY LAWMAKER,supported,1,Positive
635,BRAZIL'S DEBT CRISIS BECOMING POLITICAL CRISIS,"crisis, debt",-3,Negative
638,WALL STREET STOCKS CLOSING AVERAGES,,0,Neutral
639,AMEX STOCK PRICES CLOSE LOWER,,0,Neutral
640,BRAZIL SETS UP SPECIAL DEBT COMMISSION,debt,-1,Negative
642,DESJARDINS GROUP LOWERS VISA INTEREST RATE,,0,Neutral
646,SEEQ TECHNOLOGY INC &lt;SEEQ> 2ND QTR MARCH 31,,0,Neutral
647,TX/W OKLA FEEDLOT CATTLE STDY/UP 0.50 DLR-USDA,,0,Neutral
649,N.Y. OILSEEDS REPORT,,0,Neutral
651,BAHIA COCOA FUTURES CLSG,,0,Neutral
652,LITTLE INDUSTRY IMPROVEMENT - DATA GENERAL &lt;DGN>,improvement,1,Positive
653,MINNEAPOLIS HFCS TRADE PUT AT 109 CONTRACTS,,0,Neutral
654,DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK,"losses, modest",0,Neutral
656,SENATE EXTENDS DAIRY COMMISSION REPORT,,0,Neutral
657,CENTRAL U.S. CARLOT PORK TRADE - USDA - APRIL 7,,0,Neutral
664,U.S.-SDR RATE MOVES TO 1.28435,,0,Neutral
665,REPUBLICBANK &lt;RPT> DEBT DOWNGRADED BY S/P,debt,-1,Negative
666,NACCO INDUSTRIES &lt;NC> TO REPORT 2ND QTR GAIN,gain,1,Positive
667,NYFE TO MOVE TO N.Y. COTTON EXCHANGE,,0,Neutral
668,INTERFACE FLOORING SYSTEMS &lt;IFSIA> IN OFFERING,,0,Neutral
669,CASH WHOLESALE PORK PRICES,,0,Neutral
670,SENATE EXTENDS DAIRY COMMISSION REPORT,,0,Neutral
671,BRAZILIAN SOYBEAN AND PRODUCT MARKET,,0,Neutral
672,BUFFTON &lt;BUFF> TO POST INVESTIGATION CHARGE,,0,Neutral
673,CASH WHOLESALE BEEF PRICES,,0,Neutral
674,YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS,problems,-1,Negative
675,ASCS TERMINAL MARKET VALUES FOR PIK GRAIN,,0,Neutral
676,SUMMER/WINTER TIME CHANGES.,,0,Neutral
678,N.Y. RUBBER REPORT,,0,Neutral
679,AMERICAN DYNAMICS &lt;AMDC> TO SELL 51 PCT STAKE,,0,Neutral
680,ITT &lt;ITT> TO REDEEM THREE PREFERRED ISSUES,"redeem, issues",0,Neutral
681,"COMMODITY RESEARCH BUREAU PRICES INDEX              New York,",,0,Neutral
684,CONRAIL FILES PETITION AGAINST ERIE &lt;ERIE>,,0,Neutral
685,BOXED BEEF CUT-OUT VALUE/MOVEMENT-USDA,,0,Neutral
687,REUTER COMMODITY HIGHLIGHTS 2100 GMT APRIL 7,,0,Neutral
688,GRAIN SHIPS LOADING AT PORTLAND,,0,Neutral
689,ITALY'S ENI TO INVEST IN VENEZUELAN PROJECTS,,0,Neutral
690,BRAZILIAN DOMESTIC SOYBEAN AND PRODUCT,,0,Neutral
691,DREXEL TELLS U.S. STOCK BUYERS TO LOOK ABROAD,,0,Neutral
692,EASTERN KANSAS FEEDLOT CATTLE STEADY - USDA,steady,1,Positive
694,WESTERN KANSAS FEEDLOT CATTLE STDY/UP 0.50 - USDA,,0,Neutral
696,TEXACO CONFIRMS IT FILED PETITION FOR RELIEF FROM BOND PROVISIONS IN TEXAS APPEALS COURT,relief,1,Positive
697,REPUBLICBANK &lt;RPT> TO RECLASSIFY BRAZIL LOANS,,0,Neutral
698,"SUPPLIES, MIDEAST TENSION FUEL GAINS IN OIL","tension, gains",0,Neutral
699,U.S. STOCK INDEX FUTURES PLUMMET IN LATE TRADE,,0,Neutral
700,CANADIAN BONDS CLOSE LOWER,,0,Neutral
702,FOB U.S. GULF CORN VALUES SLIGHTLY FIRMER,firmer,1,Positive
704,"API SAYS DISTILLATE STOCKS UP 628,000 BBLS, GASOLINE UP 2.29 MLN, CRUDE UP 8.52 MLN",crude,-1,Negative
706,SOUTHERN TEXAS GRAIN DIFFERENTIALS ADJUSTED,,0,Neutral
707,TEXACO &lt;TX> CONFIRMS TEXAS COURT FILING,,0,Neutral
708,U.S. CREDIT MARKETS CLOSE SHARPLY LOWER,sharply,-1,Negative
710,DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK,"losses, modest",0,Neutral
711,YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER,retaliatory,-1,Negative
712,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
713,YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS,problems,-1,Negative
715,AMOSKEAG BANK &lt;AMKG> TO SEEK REHEARING,,0,Neutral
716,EXPORT BUSINESS - GRAINS/OILSEEDS COMPLEX,complex,-1,Negative
718,EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER,"tender, soft",2,Positive
719,DOE RECOMMENDS SPECIAL UNIT TO ENRICH URANIUM,enrich,1,Positive
720,RED LION INNS L.P. BEGINS OFFERING,,0,Neutral
721,JORDAN BOOSTS BIDS IN EXPORT BONUS WHEAT TENDER,"tender, bonus",2,Positive
722,MOROCCO TENDERS THURSDAY FOR PL 480 WHEAT,,0,Neutral
724,U.S. CREDIT MARKETS CLOSE SHARPLY LOWER,sharply,-1,Negative
725,COMMODITIES TODAY IN WASHINGTON FOR APRIL 8,,0,Neutral
727,"BAKER, VOLCKER MEET WEST GERMAN OFFICIALS",,0,Neutral
728,LAC &lt;LAC> BOOSTING EXPLORATION SPENDING,,0,Neutral
729,TRILON DECLARES STOCK DIVIDEND,,0,Neutral
730,LAC MINERALS BOOSTING EXPLORATION SPENDING,,0,Neutral
731,LOGICON INC &lt;LGN> GETS CONTRACT ADD-ONS,,0,Neutral
732,"API SAYS DISTILLATE, GASOLINE STOCKS UP IN WEEK",,0,Neutral
733,REUTER CANADA BUSINESS HIGHLIGHTS,,0,Neutral
734,REUTER MONEY NEWS HIGHLIGHTS 2145 GMT APRIL 7,,0,Neutral
735,FIRST TORONTO COMPLETES ISSUE,issue,-1,Negative
736,ALLEGHENY &lt;AG> PREFERED SHAREHOLDERS FILE SUIT,prefered,1,Positive
737,CAPITAL CITIES/ABC'S &lt;CCB> ABC TV IN DEAL,,0,Neutral
738,TAP AIR PORTUGAL SIGNS CONTRACT FOR AIRBUS,,0,Neutral
739,CANADIANS URGE EXEMPTION FROM U.S. TRADE BILL,,0,Neutral
741,INTERFACE &lt;IFSIA> BEGINS OFFERING,,0,Neutral
742,CHEVRON &lt;CHV> LAUNCHES PLATFORM OFF CALIFORNIA,,0,Neutral
743,MARITRANS L.P. BEGINS OFFERING,,0,Neutral
744,AMERICAN AGRONOMICS CORP &lt;AGR> 2ND QTR FEB 28,,0,Neutral
745,NASA PICKS BOEING &lt;BA> FOR SYSTEM CONTRACT,,0,Neutral
746,"JAPAN SEEKS TO STRENGTHEN PARIS ACCORD ON CURRENCIES, JAPANESE OFFICIALS SAY",,0,Neutral
747,"CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G-7 MEETING, JAPANESE OFFICIALS SAY",,0,Neutral
748,"REUTER BUSINESS NEWS HIGHLIGHTS, APRIL 7",,0,Neutral
749,TEXAS MAY CONSIDER INCOME TAX TO SOLVE BUDGET WOES,,0,Neutral
750,"GYNEX &lt;GYNXU>, SEARLE END MARKETING PACT",,0,Neutral
751,HELIG-MEYERS CO &lt;HMY> INCREASES DIVIDEND,,0,Neutral
752,HELIG-MEYERS CO &lt;HMY> YEAR FEB 28,,0,Neutral
753,NANOMETRICS INC &lt;NANO> REDUCES WORKFORCE,,0,Neutral
754,SENATE REPORT - REAGAN PLANS EARLY SDI DEPLOYMENT,,0,Neutral
755,KELLY OIL AND GAS PARTNERS &lt;KLY> YEAR DEC 31,,0,Neutral
756,TRANS-CANADA RESOURCES WINS FILING EXTENSION,wins,1,Positive
757,JAPAN SEEKS TO STRENGTHEN PARIS CURRENCY ACCORD,,0,Neutral
758,MOODY'S SAYS LOWER RATINGS SHOW 1987 DOWNTREND,,0,Neutral
759,COMSAT &lt;CQ> CHANGES NAME OF HI-NET UNIT,,0,Neutral
760,AMERITRUST &lt;AMTR> INTRODUCES IRA FUND,,0,Neutral
761,TCW CONVERTIBLE SECURITIES &lt;CVT> SETS DIVIDEND,,0,Neutral
762,AUSTRALIAN DOLLAR OPENS EASIER,easier,1,Positive
763,"HOUSE COMMITTEE SLASHES ""STAR WARS"" FUNDING",,0,Neutral
766,"RUDING SAYS BANKS, DEBTORS SHOULD TAKE LEAD",lead,1,Positive
767,"CURRENCY FUTURES TO KEY OFF G-5, G-7 MEETINGS",,0,Neutral
768,TEXACO GETS TEMPORARY RESTRAINING ORDER FROM TEXAS COURT AGAINST PENNZOIL,,0,Neutral
769,TEXACO &lt;TX> GETS TEMPORARY RESTRAINING ORDER,,0,Neutral
770,POEHL WARNS AGAINST FURTHER DOLLAR FALL,fall,-1,Negative
771,N.Z. UNEMPLOYMENT RATE 3.9 PCT IN DECEMBER QUARTER,,0,Neutral
773,DOLLAR OPENS EASIER IN TOKYO,easier,1,Positive
776,N.ZEALAND RESERVE BANK GIVES BOND TENDER DETAILS,tender,1,Positive
777,Bank of Japan buys dollars shortly after opening at around 145.30 yen -- dealers,,0,Neutral
779,BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING,,0,Neutral
780,U.S. DOLLAR OPENS LOWER IN HONG KONG,,0,Neutral
783,JAPAN RUBBER STOCKS FALL IN MARCH,fall,-1,Negative
785,SOUTH KOREAN WON FIXED AT 25-MONTH HIGH,won,1,Positive
786,TOKYO GOLD FUTURES OPEN SLIGHTLY FIRMER,"gold, firmer",2,Positive
791,HONG KONG TERM MONEY 1000 - APR 8,,0,Neutral
793,GOLD OPENS FIRMER IN HONG KONG,"gold, firmer",2,Positive
797,SYDNEY FINANCIAL FUTURES OPEN MIXED,,0,Neutral
799,U.S. INTEREST RATE FUTURES OPEN SLIGHTLY LOWER,,0,Neutral
802,SIMEX CURRENCY FUTURES EASE IN EARLY TRADING,ease,1,Positive
805,NIPPON MINING LOWERS COPPER PRICE,,0,Neutral
809,REUTER WORLD NEWS HIGHLIGHTS 0300 GMT - APRIL 8,,0,Neutral
811,ASIAN DOLLAR DEPOSITS OPEN QUIETLY MIXED,,0,Neutral
813,YEN BOND FUTURES HIT RECORD HIGH IN EARLY TRADE,,0,Neutral
816,"H.K. OFFICIAL, STOCK EXCHANGE BAR JARDINE ISSUE",issue,-1,Negative
818,AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES,,0,Neutral
819,JAPAN'S LDP URGES MORE IMPORTS OF 12 FARM ITEMS,,0,Neutral
820,JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS,,0,Neutral
823,SHARP CORP &lt;SHRP.T> TO SET UP PLANT IN THAILAND,sharp,1,Positive
824,YUGOSLAV WORKERS MAY BE ANGERED BY LOST SUBSIDIES,lost,-1,Negative
825,FRENCH GOVERNMENT WINS CONFIDENCE VOTE,"wins, confidence",2,Positive
826,ASIAN EXPORTERS FEAR DAMAGE FROM U.S.-JAPAN RIFT,"rift, damage, fear",-3,Negative
827,UAL &lt;UAL.N> PILOTS PROPOSE WAGE CUT TO FUND BUYOUT,,0,Neutral
828,CHINA DAILY SAYS VERMIN EAT 7-12 PCT GRAIN STOCKS,,0,Neutral
829,JAPAN TO REVISE LONG-TERM ENERGY DEMAND DOWNWARDS,,0,Neutral
830,"NISSAN MAY SUPPLY PARTS TO MEXICAN FORD, CHRYSLER",,0,Neutral
831,NEW ZEALAND RAISES FOREIGN INVESTMENT THRESHOLD,,0,Neutral
832,THAI TRADE DEFICIT WIDENS IN FIRST QUARTER,,0,Neutral
833,INDONESIA SEES CPO PRICE RISING SHARPLY,sharply,-1,Negative
834,JAPANESE CONSORTIUM WINS NEW YORK SUBWAY CAR ORDER,wins,1,Positive
835,"Japan four-year note auction average yield record low 3.714 pct, stop 3.743 -official",,0,Neutral
836,"Tokyo stock market index rises 128.34 to record close of 22,912.99",,0,Neutral
837,U.S. HOUSE COMMITTEE PROPOSES DEFENCE CUTS,,0,Neutral
838,NEC SUES SEIKO EPSON OVER COPYRIGHT INFRINGEMENT,"sues, infringement",-2,Negative
839,AUSTRALIAN FOREIGN SHIP BAN ENDS BUT NSW PORTS HIT,,0,Neutral
840,INDONESIAN COMMODITY EXCHANGE MAY EXPAND,,0,Neutral
841,SRI LANKA GETS USDA APPROVAL FOR WHEAT PRICE,approval,1,Positive
842,WESTERN MINING TO OPEN NEW GOLD MINE IN AUSTRALIA,gold,1,Positive
843,SUMITOMO BANK AIMS AT QUICK RECOVERY FROM MERGER,recovery,1,Positive
844,SUBROTO SAYS INDONESIA SUPPORTS TIN PACT EXTENSION,supports,1,Positive
845,SOUTH AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE,work,1,Positive
846,FINAL TERMS SET ON ATARI CORP CONVERTIBLE EUROBOND,,0,Neutral
847,BANGLADESH LIKELY TO SET HIGHER DEVELOPMENT PLAN,,0,Neutral
848,Bundesbank allocates 6.1 billion marks in 28-day repurchase pact at 3.80 pct,,0,Neutral
849,BUNDESBANK ALLOCATES 6.1 BILLION MARKS IN TENDER,tender,1,Positive
850,U.N. OFFERS GRANT FOR STUDY ON BANGLADESH BRIDGE,,0,Neutral
851,EIB 300 MLN GUILDER BULLET BOND PRICED AT PAR,,0,Neutral
852,BOND CORP STILL CONSIDERING ATLAS MINING BAIL-OUT,,0,Neutral
853,ECONOMIC SPOTLIGHT - EXCESS MONEY HURTS THAI BANKS,hurts,-1,Negative
854,CHINA INDUSTRIAL OUTPUT RISES IN FIRST QUARTER,,0,Neutral
855,SAITAMA BANK ISSUES 100 MLN DLR CONVERTIBLE BOND,issues,-1,Negative
856,WESTPAC BANKING ISSUES 50 MLN AUSTRALIAN DLR BOND,issues,-1,Negative
857,JAPANESE AUTOMAKERS TURN TO FOUR-WHEEL STEERING,,0,Neutral
858,JAPAN MINISTRY SAYS OPEN FARM TRADE WOULD HIT U.S.,,0,Neutral
859,AMATIL PROPOSES TWO-FOR-FIVE BONUS SHARE ISSUE,"issue, bonus",0,Neutral
860,BOWATER 1986 PRETAX PROFITS RISE 15.6 MLN STG,,0,Neutral
861,U.K. MONEY MARKET DEFICIT FORECAST AT 250 MLN STG,,0,Neutral
862,SOUTH KOREA MOVES TO SLOW GROWTH OF TRADE SURPLUS,slow,-1,Negative
863,FINNS AND CANADIANS TO STUDY MTBE PRODUCTION PLANT,,0,Neutral
864,GERMAN ENGINEERING WAGE-ROUND TALKS BREAK DOWN,break,-1,Negative
865,CRA SOLD FORREST GOLD FOR 76 MLN DLRS - WHIM CREEK,gold,1,Positive
866,MALAYSIA SETS 100 MLN SWISS FRANC NOTES ISSUE,issue,-1,Negative
867,GERMAN INDUSTRIAL EMPLOYMENT SEEN STAGNATING,,0,Neutral
